"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Et_4B_038036",196.992970348288,1.5309068795677,0.184573404575689,8.29429832042739,1.09228022939457e-16,6.97951069122425e-16
"Et_1B_010802",392.925596155715,-1.95992466478774,0.236328992316566,-8.29320450942556,1.1023756829392e-16,7.04295575211156e-16
"Et_8A_057966",32.8602179402301,-8.77121190140835,1.05765640589499,-8.29306365708258,1.1036823642596e-16,7.05023964610812e-16
"Et_2B_020535",85.2087588324985,2.00272514238881,0.241503993006974,8.29272061903745,1.10687110645067e-16,7.06954198988719e-16
"Et_7A_051173",20.292737717426,-3.55326328175287,0.428505230920058,-8.29222848487412,1.11146165630895e-16,7.09779044741128e-16
"Et_9A_063199",66.5338716520655,7.7172226526768,0.930685268408133,8.29197894780964,1.11379646619836e-16,7.11162740638425e-16
"Et_3B_029196",588.140119322027,0.995728572470869,0.120089158122005,8.29157759153625,1.11756193123563e-16,7.13459359328583e-16
"Et_1B_010667",475.153161431633,-3.14162335856093,0.378922884259173,-8.29093065915793,1.12365779411993e-16,7.17242803124518e-16
"Et_3B_028507",52.2927978595684,-4.67319662888012,0.563670118881688,-8.29065879552329,1.12622926241497e-16,7.18775786237394e-16
"Et_1B_011529",215.572676248192,-1.28018224856136,0.154425232366961,-8.28998104091732,1.13266521114968e-16,7.22774302410349e-16
"Et_10B_002485",52.1027716745296,-5.55940362518928,0.670685218444834,-8.2891399307715,1.14070283058834e-16,7.27793514103705e-16
"Et_2B_021401",27.1014303796576,4.15190278244405,0.500918156969904,8.28858512049005,1.14603533479548e-16,7.31085549721807e-16
"Et_7A_050786",100.420728867877,-2.47042448025691,0.298076718945989,-8.28788135146023,1.15283491847036e-16,7.35312339859316e-16
"Et_3A_023918",41.7915450499843,-4.11993472298678,0.497119772744563,-8.28760984549238,1.15546873943947e-16,7.36881209359226e-16
"Et_9A_062585",39.5843966773269,4.70065821470101,0.567217717687027,8.28722035318135,1.15925748468401e-16,7.39186029106933e-16
"Et_3A_025017",104.036606304781,-4.47617579294624,0.540151418372923,-8.2868907508003,1.16247322411003e-16,7.41124839474792e-16
"Et_7A_052784",38.7320461459158,-5.31854117688161,0.641812944011641,-8.28674651470591,1.1638832173221e-16,7.41912001160884e-16
"Et_6A_046968",1508.46688476535,1.06516498629358,0.128538867215329,8.28671521205495,1.16418944189343e-16,7.41995439471836e-16
"Et_7B_054733",280.849223823806,-2.74745510073247,0.331594767366467,-8.28558038642413,1.17534491345285e-16,7.48992572463856e-16
"Et_3A_027184",31.3414448279393,-2.90121974340792,0.350174620907103,-8.28506570776748,1.18043894384999e-16,7.52125505927907e-16
"Et_1B_013065",210.601573752474,1.65688501846613,0.199996066725654,8.28458802011828,1.18518633142216e-16,7.55036663341652e-16
"Et_3B_030141",325.756603985523,-1.1323197979476,0.13668523348691,-8.28414137402812,1.18964224780686e-16,7.57761287284561e-16
"Et_4B_039658",161.148433035651,-4.18421882155943,0.505108398290336,-8.28380370574306,1.19302191981302e-16,7.59799663604017e-16
"Et_1A_006958",105.149883235165,2.47946616674743,0.299317389712607,8.28373576666599,1.19370305514051e-16,7.60119068515593e-16
"Et_9A_062756",149.551857741903,-1.35632673690807,0.163734819429496,-8.283679315334,1.19426930969391e-16,7.60365235237645e-16
"Et_1A_005307",32.6712331362529,-3.58914647585933,0.433299530323352,-8.28329186782388,1.19816288909131e-16,7.62729444439597e-16
"Et_1A_007011",35.8327244477824,-4.09832544330707,0.494815452765772,-8.28253325638775,1.20582268949244e-16,7.67490092033688e-16
"Et_4B_036098",228.198069071184,1.62498654612776,0.196199926777958,8.28229945247009,1.2081931576762e-16,7.68883224554234e-16
"Et_3B_029575",33.6931466708452,-4.07747770578018,0.492432453888167,-8.28027818553607,1.22887867682272e-16,7.81929718886447e-16
"Et_8B_060258",50.9757622939848,-4.60202044636182,0.55581202907488,-8.27981440779832,1.23367398294488e-16,7.84862942847673e-16
"Et_2A_015180",984.076583336212,-3.07701860514315,0.371643564966871,-8.27948845399071,1.2370552716944e-16,7.86895822908565e-16
"Et_6A_045925",64.5018525748832,-8.0187401306497,0.968623929131342,-8.27848651007505,1.24750627647792e-16,7.93424490840779e-16
"Et_8B_059816",181.486432448924,-1.43667830492157,0.173550330657166,-8.27816518402151,1.25087634164829e-16,7.95448336266802e-16
"Et_1B_013047",556.100829539683,1.44042008522698,0.174006209379801,8.27798094309956,1.25281270642446e-16,7.96560002041516e-16
"Et_4B_037122",54.4196746700843,2.91362556280416,0.35198079602838,8.27779695847168,1.25474932687994e-16,7.97671496373129e-16
"Et_4A_032489",27.9365439111468,-5.35393690111041,0.646801577714941,-8.27755695962448,1.25727998961519e-16,7.99160245727166e-16
